ft_cosine_claim_reviewed,ft_cosine_claim_summary,ft_cosine_claim_meta_desc,ft_token_overlap,ft_shared_named_entities,ft_has_negation,ft_has_negation_reviewed,ft_keyword_overlap_kb,ft_keyword_overlap_meta,ft_domain_match,ft_lang_match,ft_has_image,ft_has_video,ft_text_len_summary,ft_text_len_meta,ft_title_match_ratio,ft_contr_nli_claim_reviewed,ft_contr_nli_claim_summary,ft_contr_nli_claim_meta_desc,similarity
0.9105861783027649,0.8315348029136658,0.8219685554504395,0.5714281632655976,1,0,0,0,0,1,1,1,0,90,21,0.5454545454545454,0.0027403936,0.0001910136,0.0011065279,0
0.8871572017669678,0.8682326078414917,0.8957348465919495,0.27272714876038695,2,0,0,1,0,1,1,0,0,89,21,0.7209302325581395,0.97153544,0.00047264455,0.0064524137,1
0.8737432956695557,0.8290026187896729,0.8494400382041931,0.27777762345687584,1,0,0,2,0,1,1,0,0,105,25,0.5681818181818181,0.9989465,0.00019365981,0.9962584,0
0.8663284778594971,0.8355839252471924,0.8408296704292297,0.1764704844291268,1,0,0,0,0,1,1,1,1,99,44,0.5950413223140496,0.5378691,0.002656896,0.99989486,0
0.7627512216567993,0.7329897284507751,0.7622474431991577,0.03703702331962099,0,0,0,0,0,1,0,1,1,83,20,0.44859813084112155,0.00045899136,0.002115493,0.22367738,0
0.8599384427070618,0.8025296926498413,0.0,0.31249980468762206,1,0,0,1,0,1,1,1,0,72,1,0.5964912280701755,0.00047405943,0.0016241594,0.15659435,0
0.9431764483451843,0.855128824710846,0.820703387260437,0.5999994000006,1,0,0,0,0,1,1,1,0,101,20,0.7766990291262136,7.6909026e-05,0.0066672144,0.0005317561,1
0.8974583745002747,0.8751142024993896,0.9134616851806641,0.23076914201186846,2,0,0,1,0,1,1,1,0,92,21,0.6599999999999998,0.00010236259,0.0056740525,0.040692035,1
0.9187090396881104,0.8717831969261169,0.8952512145042419,0.31578930747931183,2,0,0,1,0,1,1,0,0,89,21,0.7391304347826086,4.284515e-05,0.00019803835,0.0042453595,1
0.8682510256767273,0.8236051797866821,0.8365231156349182,0.19047609977328583,1,0,0,1,0,1,1,1,1,106,25,0.5048543689320388,0.9999075,0.99309206,0.9910193,0
0.8437261581420898,0.8083956837654114,0.812332808971405,0.1333332444445037,1,0,0,0,0,1,1,1,1,99,44,0.5471698113207547,0.9982698,0.00090042775,0.99983835,0
0.8072794675827026,0.7510677576065063,0.7821006774902344,0.04545452479339782,0,0,0,0,0,1,0,1,0,93,24,0.4716981132075472,0.0020462319,0.00029738597,0.02549908,0
0.8553935885429382,0.8036280870437622,0.807393491268158,0.2666664888890074,1,0,0,0,0,1,1,1,0,90,21,0.6041666666666667,0.01402349,0.00016295281,0.0011165478,0
0.9670603275299072,0.929853618144989,0.0,0.7499993750005208,1,1,0,1,0,1,1,1,0,72,1,1.0,0.98965377,5.2394054e-05,0.0067153024,1
0.9505479335784912,0.9130730628967285,0.8245519399642944,0.4374997265626709,1,1,0,0,0,1,1,0,0,72,21,0.6666666666666667,0.99203473,0.00051480444,5.2337487e-05,1
0.8228101134300232,0.8203012943267822,0.8442312479019165,0.1290322164412205,1,1,0,1,0,1,1,1,0,92,21,0.5555555555555556,0.054827284,0.00035708077,0.050190397,0
0.8501340746879578,0.8152620196342468,0.8047134280204773,0.18749988281257324,0,1,0,0,0,1,1,1,0,101,20,0.47787610619469023,0.003827396,0.00080248393,1.8690405e-05,0
0.8122431635856628,0.8260610699653625,0.0,0.1499999250000375,1,1,0,1,0,1,1,1,0,66,1,0.5714285714285714,0.9168566,0.0001136049,0.0067153024,0
